source_file_row_position_zero_based,class_local_row_id,global_learned_input_group_hash_u64,reference_input_hash_u64,compact_input_hash_u64,full_feature_hash_u64,Attack_type,true_label,split
8906,4760,7825796905620638894,8999076804221327838,7825796905620638894,8442381517499239251,Thing_Speak,0,test
8907,4761,6539828833729546178,14378306022082984431,6539828833729546178,554088641352705570,Thing_Speak,0,calibration
8908,4762,5365669742367929375,14149735670039494215,5365669742367929375,7795413160795764058,Thing_Speak,0,calibration
8909,4763,6175427313209125081,13129979916353039508,6175427313209125081,12135263974531411249,Thing_Speak,0,test
8910,4764,7876593773638456988,9572982863889115076,7876593773638456988,15137484474873296849,Thing_Speak,0,test
8911,4765,9359716891159804606,12784029623831044779,9359716891159804606,17479273395625910050,Thing_Speak,0,train
8912,4766,17993423890599151555,13097999442534782102,17993423890599151555,4487867320436046053,Thing_Speak,0,train
8913,4767,358354135918207300,9220160681289945699,358354135918207300,3936708254611247394,Thing_Speak,0,train
8914,4768,6114877390398546782,10788000159691171879,6114877390398546782,16443723006583666381,Thing_Speak,0,test
8915,4769,14194234734562932457,1953454568400750825,14194234734562932457,222544459413280374,Thing_Speak,0,train
8916,4770,16213081009455432497,11675102878318600699,16213081009455432497,16447409789527462134,Thing_Speak,0,test
8917,4771,15188334696202516014,8844462775415337283,15188334696202516014,14408028159071900960,Thing_Speak,0,train
8918,4772,14238136886460554118,1111987637858635402,14238136886460554118,16490230215584632305,Thing_Speak,0,train
8919,4773,18335933985702097232,17022479137496384215,18335933985702097232,14552635404185449563,Thing_Speak,0,train
8920,4774,9311765250863155157,13353599722098789251,9311765250863155157,11366221898217778020,Thing_Speak,0,train
8921,4775,726513655258516428,15145746577108707377,726513655258516428,1471874204652793259,Thing_Speak,0,train
8922,4776,4136279672892747732,5222877854500203458,4136279672892747732,16912550811759766922,Thing_Speak,0,train
8923,4777,5881507036738478949,12875796463809092989,5881507036738478949,4667975744108256400,Thing_Speak,0,train
8924,4778,5020319292018451417,116432132489888359,5020319292018451417,10032100537117176089,Thing_Speak,0,train
8925,4779,11152896987263153523,3967160008588362984,11152896987263153523,15887165451342098351,Thing_Speak,0,train
8926,4780,3348545896865068450,8681557227315822882,3348545896865068450,2708141762248034395,Thing_Speak,0,train
8927,4781,7579199681622608829,10056447762598919164,7579199681622608829,13353115962308082901,Thing_Speak,0,train
8928,4782,8585057611111147454,9965207192300386866,8585057611111147454,13539182664343898312,Thing_Speak,0,train
8929,4783,10778099797603075521,15731147096820040366,10778099797603075521,9112123653684027702,Thing_Speak,0,train
8930,4784,17772125736426859368,14839924962822516716,17772125736426859368,1831623144526072955,Thing_Speak,0,calibration
8931,4785,9055453729488723302,7313481965188563157,9055453729488723302,1891486442283038928,Thing_Speak,0,train
8932,4786,2057677787697702135,12515359996288719311,2057677787697702135,13672059610705284728,Thing_Speak,0,train
8933,4787,7771515563113636928,2267861306142747225,7771515563113636928,229686620625593177,Thing_Speak,0,train
8934,4788,17367291734084322333,7120452552398271690,17367291734084322333,17671073229558225695,Thing_Speak,0,train
8935,4789,2698020599277292309,3611531937920469662,2698020599277292309,16626479843558302913,Thing_Speak,0,train
8936,4790,12463731088669340781,17150568195099379788,12463731088669340781,13652959736609630350,Thing_Speak,0,test
8937,4791,1015333179632811406,18229148096940375558,1015333179632811406,8038876359797432818,Thing_Speak,0,train
8938,4792,9558115122499593950,6802240042821792726,9558115122499593950,12737015226548992345,Thing_Speak,0,train
8939,4793,6020307464698555968,12323660331728601728,6020307464698555968,10756802581298456050,Thing_Speak,0,calibration
8940,4794,17185362808848892474,14129554732079944002,17185362808848892474,12192759631420899799,Thing_Speak,0,calibration
8941,4795,14211824366857207986,7290806176692386475,14211824366857207986,2933532925136660876,Thing_Speak,0,test
8942,4796,3142439162390347381,9582696714522324189,3142439162390347381,14291748387840930172,Thing_Speak,0,test
8943,4797,3211668318868499260,1575815388743293719,3211668318868499260,10680599919337635055,Thing_Speak,0,calibration
8944,4798,7448221784299691590,14916979157141665464,7448221784299691590,667299860862820371,Thing_Speak,0,test
8945,4799,14438655657199253441,5614633236613924617,14438655657199253441,9961507224015708924,Thing_Speak,0,train
8946,4800,5030213512587506047,16761597939471880243,5030213512587506047,11081723519661777883,Thing_Speak,0,train
8947,4801,12282050016215658668,10090804382234862046,12282050016215658668,6831863855415714316,Thing_Speak,0,calibration
8948,4802,11985095266006213803,13378482894197410267,11985095266006213803,3233024459849000268,Thing_Speak,0,train
8949,4803,16228303965417583662,4717743290286686934,16228303965417583662,12427071594031777951,Thing_Speak,0,calibration
8950,4804,8160446705118567463,7848776441214161776,8160446705118567463,11447328340540328816,Thing_Speak,0,calibration
8951,4805,13114271652290286689,8796737195473453550,13114271652290286689,12499447021100439025,Thing_Speak,0,test
8952,4806,554332141909021075,5416402043665582112,554332141909021075,15192586018997892068,Thing_Speak,0,calibration
8953,4807,8316888692447098754,5563876493467394684,8316888692447098754,3704728215248786078,Thing_Speak,0,train
8954,4808,6135165171062780377,2862876055360938098,6135165171062780377,17830557250682611674,Thing_Speak,0,calibration
8955,4809,10212424849036114305,5072704278809174409,10212424849036114305,10993331210758004582,Thing_Speak,0,train
8956,4810,8140632207937586676,816773540251805099,8140632207937586676,4383701350368855771,Thing_Speak,0,calibration
8957,4811,18278498559748926354,1252997801623911080,18278498559748926354,2690034068943861008,Thing_Speak,0,train
8958,4812,16934930654253478153,5308612101165709532,16934930654253478153,5788125194521996485,Thing_Speak,0,train
8959,4813,16176972475333288520,11122314428764619384,16176972475333288520,12805058468142104944,Thing_Speak,0,train
8960,4814,11020279030599726428,6197545768655273667,11020279030599726428,14251505017977128315,Thing_Speak,0,train
8961,4815,9449855988294754468,16078690681316537654,9449855988294754468,12686468782191989686,Thing_Speak,0,calibration
8962,4816,13712119252519328581,5232169620749134149,13712119252519328581,7705347107738544470,Thing_Speak,0,test
8963,4817,17055665696664088858,15033415572364844010,17055665696664088858,3434760385557553154,Thing_Speak,0,train
8964,4818,2524401773452537472,4422062923139639206,2524401773452537472,16386005253469213375,Thing_Speak,0,calibration
8965,4819,3861089021959696732,1052682534179188578,3861089021959696732,12541580839555698687,Thing_Speak,0,train
8966,4820,9956428544406507132,6816541892480273346,9956428544406507132,11722250179440065577,Thing_Speak,0,train
8967,4821,10150972196485374352,8763079959167315926,10150972196485374352,8417534192437699914,Thing_Speak,0,train
8968,4822,14932366574039833611,4185298040285073266,14932366574039833611,13844795112846081356,Thing_Speak,0,train
8969,4823,2979801576579224614,5965017413202249257,2979801576579224614,7034626259848488196,Thing_Speak,0,train
8970,4824,13739433812111819473,4238663708843326238,13739433812111819473,2701071726433922734,Thing_Speak,0,calibration
8971,4825,9909712417188055091,10916911925396038615,9909712417188055091,14233969538326036016,Thing_Speak,0,test
8972,4826,169398054914629759,1882034782613829724,169398054914629759,2229502873465025048,Thing_Speak,0,train
8973,4827,11166754996689579576,12784054739329106553,11166754996689579576,15786564826100338453,Thing_Speak,0,calibration
8974,4828,3349844101618180094,8634805184695485400,3349844101618180094,16778193540488199950,Thing_Speak,0,test
8975,4829,15124519622872259193,15414137798914477728,15124519622872259193,6910053721522748190,Thing_Speak,0,test
8976,4830,4439891838876439162,7789405667586858478,4439891838876439162,7546270435243877520,Thing_Speak,0,calibration
8977,4831,101781051691871800,15246183952529222618,101781051691871800,3894172918915294788,Thing_Speak,0,train
8978,4832,4091702492091060909,388178362983390033,4091702492091060909,14911187166484650957,Thing_Speak,0,train
8979,4833,529414298457496138,16712478135663509742,529414298457496138,2426138237889768031,Thing_Speak,0,train
8980,4834,11208429538267108088,10941048334333835648,11208429538267108088,13500552898630681242,Thing_Speak,0,test
8981,4835,5775831055909207971,9667784016453395918,5775831055909207971,11912871602757451676,Thing_Speak,0,calibration
8982,4836,12484025139875001134,13095692028019748707,12484025139875001134,16199899539055833137,Thing_Speak,0,train
8983,4837,8772288925805219093,4799019474361926744,8772288925805219093,11622848281390627017,Thing_Speak,0,test
8984,4838,9771050219274536078,623402423860234841,9771050219274536078,886609423621803175,Thing_Speak,0,calibration
8985,4839,5801776357981174267,9677339760068570113,5801776357981174267,6286309000700212120,Thing_Speak,0,calibration
8986,4840,9480269114526950629,32986914054615927,9480269114526950629,13051288480679667133,Thing_Speak,0,train
8987,4841,12078184560077821617,12615912842794486536,12078184560077821617,15331166279173544437,Thing_Speak,0,train
8988,4842,5559894932901915543,12394897300661818073,5559894932901915543,10348004396111690712,Thing_Speak,0,train
8989,4843,9737232689777558850,344383260557809999,9737232689777558850,11279510716714380848,Thing_Speak,0,train
8990,4844,12195230072191382308,8982209058014579355,12195230072191382308,6444441994282044325,Thing_Speak,0,train
8991,4845,11930127394140781240,17044468230094149659,11930127394140781240,12100603130738280571,Thing_Speak,0,train
8992,4846,2824628181221515430,6506502642337430210,2824628181221515430,18405226144634508077,Thing_Speak,0,train
8993,4847,13422831405351702829,7361729369780172324,13422831405351702829,986139897136530669,Thing_Speak,0,train
8994,4848,3575403701302350683,10539243412570328594,3575403701302350683,1880408715413314011,Thing_Speak,0,test
8995,4849,16020814595567513251,7267937248247058827,16020814595567513251,13896058506368745439,Thing_Speak,0,train
8996,4850,8507874011038712751,16004960962468820848,8507874011038712751,16928608100713704115,Thing_Speak,0,train
8997,4851,1020485926431448106,15588437707407000680,1020485926431448106,15965509268625597582,Thing_Speak,0,train
8998,4852,8596446704352873431,10411699577897334365,8596446704352873431,8259890493074013586,Thing_Speak,0,train
8999,4853,1571035442985309157,13189006273500656029,1571035442985309157,8171625437600826569,Thing_Speak,0,train
9000,4854,13476347142079492032,12381869220939233462,13476347142079492032,3895375225929979799,Thing_Speak,0,train
9001,4855,4585440382621802439,7590953767573810496,4585440382621802439,687758412450998672,Thing_Speak,0,train
9002,4856,14053926220028315167,4986457756529255011,14053926220028315167,15280074923485960942,Thing_Speak,0,calibration
9003,4857,12529131693264104072,15460601217675597665,12529131693264104072,12537330071610868227,Thing_Speak,0,calibration
9004,4858,14674639167900122245,2809914204550320131,14674639167900122245,2183573383779084688,Thing_Speak,0,train
9005,4859,4313361254180008989,15032861478041973363,4313361254180008989,9700322479138860744,Thing_Speak,0,test
9006,4860,15841574318189456793,5840381440883427845,15841574318189456793,5465226407760834145,Thing_Speak,0,test
9007,4861,17660791819692600980,13356235400104345291,17660791819692600980,15573912103721803428,Thing_Speak,0,test
9008,4862,4537045545912977037,14160146070736101067,4537045545912977037,5196863360398325239,Thing_Speak,0,train
9009,4863,2245191218396636826,4153566118007291503,2245191218396636826,3165114056012040979,Thing_Speak,0,train
9010,4864,6301614156321053341,5845340259720748649,6301614156321053341,15524289052753785291,Thing_Speak,0,train
9011,4865,3470564540093947261,16150248657556699643,3470564540093947261,3105183620315056062,Thing_Speak,0,calibration
9012,4866,11508545508656085395,407460003495311697,11508545508656085395,11820990103003387464,Thing_Speak,0,test
9013,4867,4226935032334473225,16826112128782903357,4226935032334473225,16479736827682812897,Thing_Speak,0,train
9014,4868,16887529089378965134,9457025840098362028,16887529089378965134,6017243949441541173,Thing_Speak,0,train
9015,4869,3488978395557203397,14087863139054642872,3488978395557203397,15348992797016075515,Thing_Speak,0,test
9016,4870,14169440503216317563,13327335037515057407,14169440503216317563,4055848209318287947,Thing_Speak,0,calibration
9017,4871,3815680227900358647,12847797975222279642,3815680227900358647,2886421105418589562,Thing_Speak,0,train
9018,4872,8193488060015540930,2502821588067652411,8193488060015540930,12485715776213683755,Thing_Speak,0,train
9019,4873,12475306221144573999,9400919591656389445,12475306221144573999,780620588832702296,Thing_Speak,0,test
9020,4874,3613781644856252934,6051976009118346379,3613781644856252934,7076016644638629947,Thing_Speak,0,train
9021,4875,18362687217463688136,10507829895983837169,18362687217463688136,11713289732584956980,Thing_Speak,0,train
9022,4876,15123236305868030091,7883604672994612234,15123236305868030091,17568123367265731952,Thing_Speak,0,test
9023,4877,5888115255703177950,3603663538236264182,5888115255703177950,1066172960810290375,Thing_Speak,0,train
9024,4878,8440397733088318697,5998385428397220224,8440397733088318697,18379031232775869190,Thing_Speak,0,test
9025,4879,233800335614640843,13275358479524626478,233800335614640843,9433526162823006320,Thing_Speak,0,train
9026,4880,5850812274592250850,12807280888228964518,5850812274592250850,3703095666814055448,Thing_Speak,0,train
9027,4881,739646213956718489,4813187666494785160,739646213956718489,3585423070730147319,Thing_Speak,0,test
9028,4882,16887005139057590177,12539258405990127700,16887005139057590177,5976375228468985323,Thing_Speak,0,calibration
9029,4883,11129263721715266800,8286374516668073701,11129263721715266800,3911220847337412445,Thing_Speak,0,train
9030,4884,11638548324383135730,17628342278638186290,11638548324383135730,6317411684571967856,Thing_Speak,0,train
9031,4885,9703224764840760223,12041189172558674886,9703224764840760223,8117286659455432420,Thing_Speak,0,train
9032,4886,7232952450623991838,2407756454032826458,7232952450623991838,8756436394102484386,Thing_Speak,0,train
9033,4887,4811869832473075004,17417261185420674098,4811869832473075004,18325761656353927410,Thing_Speak,0,train
9034,4888,6422450379977663389,8217331267512229917,6422450379977663389,2971927154569945360,Thing_Speak,0,test
9035,4889,4806210359420483764,15941251229809666750,4806210359420483764,13498739492781778612,Thing_Speak,0,calibration
9036,4890,7792570038528313402,7376477498907331095,7792570038528313402,9392305803504733217,Thing_Speak,0,train
9037,4891,2454287761738917487,17512904177352158109,2454287761738917487,8826995586867035750,Thing_Speak,0,test
9038,4892,14688979110975070672,11318552997783848103,14688979110975070672,15434641186061044169,Thing_Speak,0,calibration
9039,4893,4926124133040353759,15195474861396722324,4926124133040353759,14491991403164723904,Thing_Speak,0,train
9040,4894,16630571230362862312,1106440454572474656,16630571230362862312,9489996250165820853,Thing_Speak,0,train
9041,4895,6255755655462380751,7926659801758542330,6255755655462380751,4777736094471231782,Thing_Speak,0,train
9042,4896,6240625508776934916,5649961803565363005,6240625508776934916,10453902678063081163,Thing_Speak,0,train
9043,4897,943663948109627202,12714261398450280511,943663948109627202,7590725975178002218,Thing_Speak,0,train
9044,4898,2790063550737211217,13668340432478543255,2790063550737211217,5564388745647856417,Thing_Speak,0,train
9045,4899,15741818612648285293,17319054770098078209,15741818612648285293,17487193247902366336,Thing_Speak,0,test
9046,4900,8209934924408684422,361492181649576725,8209934924408684422,14086164856899088345,Thing_Speak,0,train
9047,4901,10656189030696386344,13248407664811183882,10656189030696386344,14797894767140028713,Thing_Speak,0,train
9048,4902,2950443166165752552,3392350095501648935,2950443166165752552,12457240335541560674,Thing_Speak,0,train
9049,4903,14481890722005572524,16478055040317193518,14481890722005572524,15723176287300909442,Thing_Speak,0,train
9050,4904,11496699008761701442,9824897919992819286,11496699008761701442,9485687658028151629,Thing_Speak,0,train
9051,4905,1858287103428529284,12660389588375454375,1858287103428529284,1668575854339126436,Thing_Speak,0,test
9052,4906,13767941728877523820,13827665068426230346,13767941728877523820,9533951891089013506,Thing_Speak,0,train
9053,4907,17991559972661339961,3484795818311260826,17991559972661339961,11792884182764684903,Thing_Speak,0,calibration
9054,4908,8242719895538456570,1393834866902873557,8242719895538456570,8144111437091635722,Thing_Speak,0,calibration
9055,4909,2035142738042224239,6947236953540123787,2035142738042224239,8098887642467959063,Thing_Speak,0,train
9056,4910,16428574690775779378,12768331717716039979,16428574690775779378,8008722088411028618,Thing_Speak,0,calibration
9057,4911,10865873967064375269,4432593775626249287,10865873967064375269,6706338895677536404,Thing_Speak,0,calibration
9058,4912,17197593131546458537,16391033413215258845,17197593131546458537,277086473169711786,Thing_Speak,0,train
9059,4913,6980804908829487257,7180150783593439625,6980804908829487257,5756532514849425594,Thing_Speak,0,train
9060,4914,11028128954436375712,11626075904096110351,11028128954436375712,3448950835287060183,Thing_Speak,0,train
9061,4915,4151118774917560496,9451253941264749350,4151118774917560496,7144779905722131558,Thing_Speak,0,test
9062,4916,2114226593751687614,1625004581844272457,2114226593751687614,2729644186922548025,Thing_Speak,0,train
9063,4917,8953444679821797687,13671520005848298598,8953444679821797687,16798477653098721147,Thing_Speak,0,test
9064,4918,17057964703156434818,12604697484847900007,17057964703156434818,2670853184373752625,Thing_Speak,0,train
9065,4919,6444060310088794653,9377533160702799218,6444060310088794653,17002139998600545233,Thing_Speak,0,train
9066,4920,6314752915981865449,17070907798452313026,6314752915981865449,13616884470184626837,Thing_Speak,0,train
9067,4921,7275032537317898693,10120182253839817716,7275032537317898693,4827960663635238726,Thing_Speak,0,test
9068,4922,1350668346232684185,8290806699498646086,1350668346232684185,10763061448845917137,Thing_Speak,0,test
9069,4923,9484942714818085321,7593843595475789972,9484942714818085321,12351841425811989442,Thing_Speak,0,train
9070,4924,9973554316171253064,11652005070273845027,9973554316171253064,8640371046408460045,Thing_Speak,0,calibration
9071,4925,17616813629903342027,14174239482397822779,17616813629903342027,210777221655244856,Thing_Speak,0,train
9072,4926,2034633022280371063,15835167159503032388,2034633022280371063,17937672517262739128,Thing_Speak,0,calibration
9073,4927,13630500893064249546,13850328165944148348,13630500893064249546,5193099175264183064,Thing_Speak,0,train
9074,4928,14138664552946933178,18281818421878121607,14138664552946933178,2090511306403155296,Thing_Speak,0,calibration
9075,4929,96910255138186491,14903511124604596678,96910255138186491,6053870897634812331,Thing_Speak,0,test
9076,4930,6568407993449667581,18065595988934740619,6568407993449667581,15038181787291623690,Thing_Speak,0,test
9077,4931,12474810585978104746,4478155359108168676,12474810585978104746,18268156978872982420,Thing_Speak,0,train
9078,4932,12434389452360379387,954134592980933357,12434389452360379387,17255034562758660924,Thing_Speak,0,test
9079,4933,4173156811136376037,14390131104151060259,4173156811136376037,4923088641360533440,Thing_Speak,0,train
9080,4934,11988397686156167522,2268058963455169865,11988397686156167522,11794591681260625215,Thing_Speak,0,train
9081,4935,670958635174572002,17884048363738209572,670958635174572002,7089111775536425300,Thing_Speak,0,train
9082,4936,2125531293175486963,1892044561261556877,2125531293175486963,8164830762517337236,Thing_Speak,0,calibration
9083,4937,14069851919111254714,7710645059778300850,14069851919111254714,11015643476464564467,Thing_Speak,0,train
9084,4938,12964492703962821966,4807035514066755844,12964492703962821966,4111781535516650032,Thing_Speak,0,calibration
9085,4939,14700998993235211698,11157457983742082106,14700998993235211698,17794577701961084962,Thing_Speak,0,test
9086,4940,10786754571359872903,17176189272342932564,10786754571359872903,16581934562855724135,Thing_Speak,0,train
9087,4941,17324751198987496563,423677266247917839,17324751198987496563,14920700617961848898,Thing_Speak,0,calibration
9088,4942,10257520533734020495,14481797034293152180,10257520533734020495,3228123162321348036,Thing_Speak,0,test
9089,4943,8493876682654924642,6928883856949361121,8493876682654924642,5665915099210468938,Thing_Speak,0,train
9090,4944,996577444599947861,3819281383695341496,996577444599947861,2328649258828050626,Thing_Speak,0,calibration
9091,4945,2765908535927789431,6117015747722998133,2765908535927789431,15516483197356227387,Thing_Speak,0,train
9092,4946,684176570382929191,8020331453436591344,684176570382929191,7292701622380497093,Thing_Speak,0,test
9093,4947,3382129671101587091,2339567235904724264,3382129671101587091,4647201395405724851,Thing_Speak,0,test
9094,4948,15975082382187785652,16471955392014360269,15975082382187785652,2527702934139083782,Thing_Speak,0,train
9095,4949,15562687041217747864,10610086572201831436,15562687041217747864,12293182544219917614,Thing_Speak,0,calibration
9096,4950,4050313259910730762,1216142720423452544,4050313259910730762,4051846974007075825,Thing_Speak,0,calibration
9097,4951,9138859592603532882,16032113358686681597,9138859592603532882,16602233889279236701,Thing_Speak,0,test
9098,4952,14502635269481354660,15966031561524005222,14502635269481354660,18219114747578440057,Thing_Speak,0,calibration
9099,4953,11991929108278949394,11382133643213601060,11991929108278949394,13100249057832723528,Thing_Speak,0,test
9100,4954,7864366473420144930,9600959456892884039,7864366473420144930,274189702245332367,Thing_Speak,0,train
9101,4955,11009055941543622254,14370702037777710801,11009055941543622254,14722497539385548852,Thing_Speak,0,train
9102,4956,16157004239599444732,16005023806747850225,16157004239599444732,10016658517710927014,Thing_Speak,0,train
9103,4957,11732215069396227886,18388128512560858659,11732215069396227886,18274207817621283763,Thing_Speak,0,test
9104,4958,2660210065275645328,3567622710139678227,2660210065275645328,2318360882666338198,Thing_Speak,0,train
9105,4959,15962737379844355420,2543932982817456339,15962737379844355420,3198685586735784574,Thing_Speak,0,train
9106,4960,7230610577228258213,7833243332964579935,7230610577228258213,13247341488315003953,Thing_Speak,0,train
9107,4961,14936886919080907005,9489368098287257972,14936886919080907005,12485561595389251509,Thing_Speak,0,train
9108,4962,2293875933652702592,17989047865770944795,2293875933652702592,12384369338440888535,Thing_Speak,0,test
9109,4963,8040253770881617033,5970966147439213791,8040253770881617033,9718266705695800069,Thing_Speak,0,train
9110,4964,9676230853295972366,16810183721144712397,9676230853295972366,3855299559709315220,Thing_Speak,0,calibration
9111,4965,9697650796539820745,682146957669713136,9697650796539820745,6432133091062517900,Thing_Speak,0,train
9112,4966,6806010930832505354,16685125875113144785,6806010930832505354,18139937677158481154,Thing_Speak,0,train
9113,4967,4137997526157651871,8897368763450571604,4137997526157651871,374938672664463954,Thing_Speak,0,calibration
9114,4968,16920171781157576222,2040248183331256727,16920171781157576222,13742425223735868655,Thing_Speak,0,train
9115,4969,12273629652754336078,2207758476093752060,12273629652754336078,12217456788546715780,Thing_Speak,0,calibration
9116,4970,12362620687359336214,10910434285837613545,12362620687359336214,6588629725086930793,Thing_Speak,0,train
9117,4971,13581755213538632547,2564423771465333400,13581755213538632547,6578442185529349728,Thing_Speak,0,train
9118,4972,2140827101828365100,13543878289056672192,2140827101828365100,15190946808788899143,Thing_Speak,0,train
9119,4973,10146737886125589578,3944525335154167599,10146737886125589578,13335517747790953058,Thing_Speak,0,calibration
9120,4974,266033252181425667,15553661799030453478,266033252181425667,7156835466189716017,Thing_Speak,0,calibration
9121,4975,18038690984089074244,5054478162613378660,18038690984089074244,17012926839066879678,Thing_Speak,0,train
9122,4976,15338658047140484480,781608751239939629,15338658047140484480,14038128446211847723,Thing_Speak,0,test
9123,4977,9707110381875691603,11728836266012808334,9707110381875691603,4008261503188633766,Thing_Speak,0,train
9124,4978,15519031160960342823,7090454148236266771,15519031160960342823,12354777750203063106,Thing_Speak,0,train
9125,4979,17469312841047626818,3037699649325919767,17469312841047626818,14062470614543920458,Thing_Speak,0,train
9126,4980,3847406727436432691,13414979568747248641,3847406727436432691,7551902751271250360,Thing_Speak,0,test
9127,4981,2182463747321598102,11296168417374342892,2182463747321598102,8093195731897482774,Thing_Speak,0,train
9128,4982,9284510421979904328,17950749473848638840,9284510421979904328,11674509746468453596,Thing_Speak,0,train
9129,4983,15306136499778920140,2247292514299124768,15306136499778920140,1824254058983893363,Thing_Speak,0,train
9130,4984,17105385790552085694,10863223865260118298,17105385790552085694,13494375930829661365,Thing_Speak,0,test
9131,4985,18108421890860967039,4333510814741762493,18108421890860967039,4933276874910780688,Thing_Speak,0,train
9132,4986,13232959870323238080,2568737325107664625,13232959870323238080,9701746582453078412,Thing_Speak,0,test
9133,4987,11552972888859537686,15142851077091909322,11552972888859537686,12417561555453577973,Thing_Speak,0,test
9134,4988,17050270937600063447,8116791413970047211,17050270937600063447,14953969970516261820,Thing_Speak,0,train
9135,4989,6075452299814049034,14928464764224227526,6075452299814049034,12302566776610440517,Thing_Speak,0,train
9136,4990,17206144383074464785,12925078978783004303,17206144383074464785,7687825033308093888,Thing_Speak,0,test
9137,4991,5100254143596710643,5349364600749695826,5100254143596710643,15145682419162324374,Thing_Speak,0,train
9138,4992,11968233918465891032,17581587491352749315,11968233918465891032,11218125277149783815,Thing_Speak,0,train
9139,4993,7666943564526214274,816033370764551474,7666943564526214274,18058318425512077243,Thing_Speak,0,calibration
9140,4994,10270025217128257481,1886526868482356857,10270025217128257481,11389262564991809589,Thing_Speak,0,test
9141,4995,17504520567956418606,43796022752302792,17504520567956418606,2437301226642712267,Thing_Speak,0,train
9142,4996,2753298751946236004,17544315098402555098,2753298751946236004,7000041934833915849,Thing_Speak,0,train
9143,4997,4457918612904484980,6719655633477436605,4457918612904484980,3550165334768107137,Thing_Speak,0,test
9144,4998,17360256306466105356,14168012825695229349,17360256306466105356,9725401593945569960,Thing_Speak,0,train
9145,4999,724682985693675251,14160471203783471052,724682985693675251,4878817715862074651,Thing_Speak,0,train
9146,5000,3958850648569688502,12033696926963028898,3958850648569688502,2321380675686657297,Thing_Speak,0,train
9147,5001,2190960786502235265,10753854809443928948,2190960786502235265,205284573842781332,Thing_Speak,0,calibration
9148,5002,2690178123120425725,6177936486311148176,2690178123120425725,2035051670156150258,Thing_Speak,0,train
9149,5003,13884189854789562595,15285471135284106306,13884189854789562595,16618070723373476291,Thing_Speak,0,test
9150,5004,17409832261689681154,4224116752588559063,17409832261689681154,1665698160215972541,Thing_Speak,0,train
9151,5005,11338462703403104501,16330434114755006567,11338462703403104501,8026037997871023455,Thing_Speak,0,train
9152,5006,13212282434898120406,10138016874582077818,13212282434898120406,1187395221967358490,Thing_Speak,0,train
9153,5007,15074291002084178547,7684477023631716653,15074291002084178547,18155869227809090799,Thing_Speak,0,train
9154,5008,2440399554390810428,15434208983828216890,2440399554390810428,8524787310180209525,Thing_Speak,0,train
9155,5009,4918641580297830803,6224198165779270137,4918641580297830803,13844591346796562525,Thing_Speak,0,train
9156,5010,15188334696202516014,8844462775415337283,15188334696202516014,14408028159071900960,Thing_Speak,0,train
9157,5011,17949032779089529839,4844749029507243605,17949032779089529839,11186072471367207226,Thing_Speak,0,train
9158,5012,6884224699363562519,3603734284156558487,6884224699363562519,18366749372125264697,Thing_Speak,0,train
9159,5013,6638595083008539883,827239036080873560,6638595083008539883,11169607753198153990,Thing_Speak,0,test
9160,5014,9101255966654299138,17763204600989352076,9101255966654299138,1160915888615991433,Thing_Speak,0,train
9161,5015,747888444019337581,8517211642722395751,747888444019337581,13928329719393580944,Thing_Speak,0,test
9162,5016,18175302030854686604,11732216081643489862,18175302030854686604,10499349547311567435,Thing_Speak,0,train
9163,5017,12438892257143122810,18204284113708068804,12438892257143122810,16578615880294158933,Thing_Speak,0,train
9164,5018,9516553463091340305,13293572416519324292,9516553463091340305,14096973337069751976,Thing_Speak,0,train
9165,5019,2581975517294271008,11382086222530869608,2581975517294271008,9220035625772829703,Thing_Speak,0,train
9166,5020,15053225888870766644,3180549955427407935,15053225888870766644,16635617380375564997,Thing_Speak,0,train
9167,5021,10763757521473357075,17546854403952353057,10763757521473357075,12618569783847672079,Thing_Speak,0,calibration
9168,5022,6240809204175396180,16783444041464876449,6240809204175396180,8061100323054482456,Thing_Speak,0,test
9169,5023,12734307281388642170,17283246125624502147,12734307281388642170,1752586161782888084,Thing_Speak,0,calibration
9170,5024,10443390126094406054,17636120568644897589,10443390126094406054,2330289207629905820,Thing_Speak,0,train
9171,5025,13479617778751536671,15479542496059229131,13479617778751536671,8605144571332604722,Thing_Speak,0,calibration
9172,5026,1367530135348277436,1680211985223090729,1367530135348277436,14179317193737576309,Thing_Speak,0,train
9173,5027,15940936916077210791,3171318898432689588,15940936916077210791,7144713972839135402,Thing_Speak,0,test
9174,5028,1873157831481734063,15815762476110462228,1873157831481734063,17229889088598797781,Thing_Speak,0,calibration
9175,5029,3625250365471699446,11395798441860462821,3625250365471699446,10013747471656122532,Thing_Speak,0,train
9176,5030,16691595736829026887,17239525604725968883,16691595736829026887,15996817491278542429,Thing_Speak,0,test
9177,5031,13240453103206896877,7947528704501897476,13240453103206896877,8500156760745913594,Thing_Speak,0,calibration
9178,5032,7967491930340848912,5483767669943910346,7967491930340848912,3391775962676382057,Thing_Speak,0,train
9179,5033,214262849681963007,13085205011808431312,214262849681963007,14391664931398524294,Thing_Speak,0,train
9180,5034,1595958761222708879,9847152636896492053,1595958761222708879,15706188601978011863,Thing_Speak,0,calibration
9181,5035,8444575639343777471,422731552992090857,8444575639343777471,11918937530075855023,Thing_Speak,0,calibration
9182,5036,3212580797452423806,8654540615785922623,3212580797452423806,2477553712690034321,Thing_Speak,0,train
